Chave : 119736, PRR: 0
Chave : 288147, PRR: 719346
Chave : 182418, PRR: 719481
Chave : 375290, PRR: 719616
Chave : 805557, PRR: 719737
Chave : 829455, PRR: 719853
Chave : 316463, PRR: 719972
Chave : 927046, PRR: 720090
Chave : 850288, PRR: 720218
Chave : 885654, PRR: 720340
Chave : 826742, PRR: 720446
Chave : 941158, PRR: 720547
Chave : 967866, PRR: 720649
Chave : 873747, PRR: 720754
Chave : 829382, PRR: 720853
Chave : 430259, PRR: 720954
Chave : 438032, PRR: 721052
Chave : 303496, PRR: 721171
Chave : 847942, PRR: 721272
Chave : 218356, PRR: 721378
Chave : 452794, PRR: 721481
Chave : 981439, PRR: 721588
Chave : 598715, PRR: 721691
Chave : 163921, PRR: 721789
Chave : 818157, PRR: 721893
Chave : 251458, PRR: 722001
Chave : 671867, PRR: 722102
Chave : 427176, PRR: 722204
Chave : 403131, PRR: 722307
Chave : 764637, PRR: 722410
Chave : 674131, PRR: 722514
Chave : 657414, PRR: 722623
Chave : 527597, PRR: 722729
Chave : 142447, PRR: 722833
Chave : 802496, PRR: 722942
Chave : 696236, PRR: 723063
Chave : 896153, PRR: 723176
Chave : 919260, PRR: 723286
Chave : 884541, PRR: 723396
Chave : 243532, PRR: 723499
Chave : 623924, PRR: 723611
Chave : 213207, PRR: 723717
Chave : 247464, PRR: 723824
Chave : 988513, PRR: 723931
Chave : 350424, PRR: 724040
Chave : 673107, PRR: 724144
Chave : 122904, PRR: 724265
Chave : 852799, PRR: 724374
Chave : 778713, PRR: 724486
Chave : 152959, PRR: 724611
Chave : 565397, PRR: 724736
Chave : 908162, PRR: 724867
Chave : 687004, PRR: 724983
Chave : 497350, PRR: 725093
Chave : 680301, PRR: 725223
Chave : 778222, PRR: 725348
Chave : 643726, PRR: 725458
Chave : 346776, PRR: 725583
Chave : 525302, PRR: 725693
Chave : 594959, PRR: 725812
Chave : 963097, PRR: 725937
Chave : 255200, PRR: 726041
Chave : 905563, PRR: 726148
Chave : 845050, PRR: 726256
Chave : 673682, PRR: 726365
Chave : 347556, PRR: 726465
Chave : 323644, PRR: 726571
Chave : 849213, PRR: 726675
Chave : 315733, PRR: 726781
Chave : 370714, PRR: 726905
Chave : 813661, PRR: 727021
Chave : 601144, PRR: 727124
Chave : 958101, PRR: 727236
Chave : 430723, PRR: 727345
Chave : 161858, PRR: 727449
Chave : 883297, PRR: 727553
Chave : 220889, PRR: 727658
Chave : 337019, PRR: 727766
Chave : 287974, PRR: 727872
Chave : 909550, PRR: 727981
Chave : 100922, PRR: 728083
Chave : 296485, PRR: 728185
Chave : 376743, PRR: 728287
Chave : 451369, PRR: 728393
Chave : 994229, PRR: 728499
Chave : 549339, PRR: 728604
Chave : 197726, PRR: 728709
Chave : 987427, PRR: 728815
Chave : 993682, PRR: 728919
Chave : 976312, PRR: 729025
Chave : 900034, PRR: 729131
Chave : 491015, PRR: 729235
Chave : 617324, PRR: 729340
Chave : 239357, PRR: 729444
Chave : 681327, PRR: 729550
Chave : 352403, PRR: 729655
Chave : 164006, PRR: 729761
Chave : 251771, PRR: 729876
Chave : 503103, PRR: 729983
Chave : 655363, PRR: 730093
Chave : 585539, PRR: 730197
Chave : 887739, PRR: 730307
Chave : 403857, PRR: 730410
Chave : 454622, PRR: 730518
Chave : 528824, PRR: 730625
Chave : 553390, PRR: 730746
Chave : 781776, PRR: 730856
Chave : 752454, PRR: 730963
Chave : 208268, PRR: 731070
Chave : 334746, PRR: 731178
Chave : 345341, PRR: 731289
Chave : 174580, PRR: 731393
Chave : 970196, PRR: 731508
Chave : 748393, PRR: 731612
Chave : 916913, PRR: 731716
Chave : 592832, PRR: 731835
Chave : 576225, PRR: 731946
Chave : 925826, PRR: 732059
Chave : 708420, PRR: 732171
Chave : 175701, PRR: 732292
Chave : 925767, PRR: 732414
Chave : 930709, PRR: 732527
Chave : 983768, PRR: 732644
Chave : 950355, PRR: 732760
Chave : 233788, PRR: 732864
Chave : 353200, PRR: 732970
Chave : 875871, PRR: 733075
Chave : 124583, PRR: 733181
Chave : 952771, PRR: 733286
Chave : 821284, PRR: 733393
Chave : 948967, PRR: 733499
Chave : 430600, PRR: 733602
Chave : 253223, PRR: 733717
Chave : 694013, PRR: 733815
Chave : 235606, PRR: 733915
Chave : 318077, PRR: 734024
Chave : 652306, PRR: 734127
Chave : 930767, PRR: 734230
Chave : 877872, PRR: 734339
Chave : 213778, PRR: 734444
Chave : 844059, PRR: 734545
Chave : 247133, PRR: 734658
Chave : 360152, PRR: 734782
Chave : 998644, PRR: 734884
Chave : 193200, PRR: 734989
Chave : 676176, PRR: 735094
Chave : 917098, PRR: 735200
Chave : 388192, PRR: 735302
Chave : 943356, PRR: 735404
Chave : 218764, PRR: 735505
Chave : 814489, PRR: 735610
Chave : 507992, PRR: 735711
Chave : 260882, PRR: 735819
Chave : 539377, PRR: 735921
Chave : 266526, PRR: 736036
Chave : 123549, PRR: 736143
Chave : 829398, PRR: 736247
Chave : 460058, PRR: 736353
Chave : 856342, PRR: 736454
Chave : 692354, PRR: 736554
Chave : 615248, PRR: 736655
Chave : 860257, PRR: 736759
Chave : 931737, PRR: 736865
Chave : 433714, PRR: 736969
Chave : 248035, PRR: 737075
Chave : 526493, PRR: 737182
Chave : 997868, PRR: 737286
Chave : 358238, PRR: 737400
Chave : 451520, PRR: 737514
Chave : 761310, PRR: 737625
Chave : 771480, PRR: 737738
Chave : 101934, PRR: 737841
Chave : 806089, PRR: 737944
Chave : 216998, PRR: 738047
Chave : 948101, PRR: 738150
Chave : 253386, PRR: 738250
Chave : 428457, PRR: 738353
Chave : 724191, PRR: 738457
Chave : 583553, PRR: 738560
Chave : 856147, PRR: 738664
Chave : 555415, PRR: 738769
Chave : 920290, PRR: 738877
Chave : 137015, PRR: 738979
Chave : 403589, PRR: 739082
Chave : 953377, PRR: 739185
Chave : 374030, PRR: 739291
Chave : 336624, PRR: 739399
Chave : 780782, PRR: 739508
Chave : 838573, PRR: 739617
Chave : 585047, PRR: 739720
Chave : 546503, PRR: 739823
Chave : 429947, PRR: 739932
Chave : 674337, PRR: 740069
Chave : 308168, PRR: 740208
Chave : 437807, PRR: 740347
Chave : 732936, PRR: 740475
Chave : 381680, PRR: 740587
Chave : 186331, PRR: 740715
Chave : 271843, PRR: 740835
Chave : 835867, PRR: 740945
Chave : 831567, PRR: 741054
Chave : 254867, PRR: 741172
Chave : 548875, PRR: 741284
Chave : 561547, PRR: 741390
Chave : 571309, PRR: 741495
Chave : 328654, PRR: 741604
Chave : 252040, PRR: 741721
Chave : 444929, PRR: 741824
Chave : 197179, PRR: 741929
Chave : 633582, PRR: 742031
Chave : 592768, PRR: 742131
Chave : 876103, PRR: 742232
Chave : 862211, PRR: 742331
Chave : 790275, PRR: 742433
Chave : 621015, PRR: 742536
Chave : 895668, PRR: 742636
Chave : 135611, PRR: 742738
Chave : 167834, PRR: 742838
Chave : 812700, PRR: 742938
Chave : 325223, PRR: 743044
Chave : 677144, PRR: 743150
Chave : 669129, PRR: 743256
Chave : 293268, PRR: 743386
Chave : 532415, PRR: 743496
Chave : 251466, PRR: 743603
Chave : 894944, PRR: 743708
Chave : 664654, PRR: 743816
Chave : 907057, PRR: 743928
Chave : 998569, PRR: 744039
Chave : 792947, PRR: 744144
Chave : 502869, PRR: 744267
Chave : 725878, PRR: 744369
Chave : 230998, PRR: 744506
Chave : 423210, PRR: 744642
Chave : 389940, PRR: 744768
Chave : 664326, PRR: 744890
Chave : 240123, PRR: 745010
Chave : 331172, PRR: 745114
Chave : 556670, PRR: 745228
Chave : 846632, PRR: 745337
Chave : 322952, PRR: 745449
Chave : 176662, PRR: 745565
Chave : 402035, PRR: 745685
Chave : 605361, PRR: 745790
Chave : 443281, PRR: 745892
Chave : 805272, PRR: 745987
Chave : 241436, PRR: 746082
Chave : 995966, PRR: 746194
Chave : 522413, PRR: 746294
Chave : 161754, PRR: 746399
Chave : 990849, PRR: 746506
Chave : 474544, PRR: 746613
Chave : 324243, PRR: 746730
Chave : 477231, PRR: 746839
Chave : 792493, PRR: 746939
Chave : 412141, PRR: 747039
Chave : 524599, PRR: 747139
Chave : 885997, PRR: 747242
Chave : 420433, PRR: 747345
Chave : 729792, PRR: 747448
Chave : 395368, PRR: 747551
Chave : 205934, PRR: 747653
Chave : 578516, PRR: 747755
Chave : 872862, PRR: 747858
Chave : 114347, PRR: 747960
Chave : 475670, PRR: 748063
Chave : 443621, PRR: 748165
Chave : 673952, PRR: 748268
Chave : 646454, PRR: 748394
Chave : 950759, PRR: 748500
Chave : 429724, PRR: 748601
Chave : 424668, PRR: 748714
Chave : 540318, PRR: 748831
Chave : 491387, PRR: 748936
Chave : 653920, PRR: 749043
Chave : 924154, PRR: 749152
Chave : 495756, PRR: 749258
Chave : 979918, PRR: 749360
Chave : 773304, PRR: 749466
Chave : 546476, PRR: 749571
Chave : 993585, PRR: 749677
Chave : 535339, PRR: 749800
Chave : 690173, PRR: 749913
Chave : 506624, PRR: 750016
Chave : 736529, PRR: 750122
Chave : 180830, PRR: 750228
Chave : 949466, PRR: 750334
Chave : 425185, PRR: 750449
Chave : 147649, PRR: 750553
Chave : 347367, PRR: 750665
Chave : 552384, PRR: 750790
Chave : 811257, PRR: 750902
Chave : 674211, PRR: 751009
Chave : 166223, PRR: 751122
Chave : 765687, PRR: 751237
Chave : 282794, PRR: 751341
Chave : 593914, PRR: 751446
Chave : 324812, PRR: 751562
Chave : 608083, PRR: 751673
Chave : 423580, PRR: 751784
Chave : 387933, PRR: 751895
Chave : 904424, PRR: 752000
Chave : 761790, PRR: 752105
Chave : 598443, PRR: 752241
Chave : 484654, PRR: 752346
Chave : 527134, PRR: 752451
Chave : 176490, PRR: 752559
Chave : 418718, PRR: 752661
Chave : 380161, PRR: 752763
Chave : 472396, PRR: 752868
Chave : 618259, PRR: 752976
Chave : 768626, PRR: 753084
Chave : 458435, PRR: 753201
Chave : 765917, PRR: 753313
Chave : 916187, PRR: 753416
Chave : 162788, PRR: 753528
Chave : 120519, PRR: 753637
Chave : 311330, PRR: 753740
Chave : 387890, PRR: 753842
Chave : 208316, PRR: 753945
Chave : 160228, PRR: 754050
Chave : 874004, PRR: 754150
Chave : 698690, PRR: 754256
Chave : 745209, PRR: 754358
Chave : 110742, PRR: 754461
Chave : 534704, PRR: 754564
Chave : 200400, PRR: 754669
Chave : 774390, PRR: 754778
Chave : 538228, PRR: 754880
Chave : 813558, PRR: 754983
Chave : 818077, PRR: 755086
Chave : 159155, PRR: 755189
Chave : 333123, PRR: 755293
Chave : 757197, PRR: 755392
Chave : 920104, PRR: 755493
Chave : 960185, PRR: 755594
Chave : 725351, PRR: 755695
Chave : 673832, PRR: 755794
Chave : 930523, PRR: 755904
Chave : 498099, PRR: 756006
Chave : 305181, PRR: 756113
Chave : 325705, PRR: 756214
Chave : 466339, PRR: 756321
Chave : 971724, PRR: 756443
Chave : 954511, PRR: 756556
Chave : 540123, PRR: 756666
Chave : 213307, PRR: 756779
Chave : 216606, PRR: 756885
Chave : 874075, PRR: 756998
Chave : 971470, PRR: 757104
Chave : 366404, PRR: 757212
Chave : 876618, PRR: 757324
Chave : 405650, PRR: 757428
Chave : 491600, PRR: 757540
Chave : 568134, PRR: 757643
Chave : 242703, PRR: 757756
Chave : 384502, PRR: 757860
Chave : 453529, PRR: 757968
Chave : 901763, PRR: 758073
Chave : 156912, PRR: 758181
Chave : 684723, PRR: 758293
Chave : 424691, PRR: 758402
Chave : 492823, PRR: 758510
Chave : 203236, PRR: 758629
Chave : 676080, PRR: 758737
Chave : 299949, PRR: 758856
Chave : 909870, PRR: 758964
Chave : 973531, PRR: 759071
Chave : 734936, PRR: 759176
Chave : 470691, PRR: 759288
Chave : 110865, PRR: 759396
Chave : 475900, PRR: 759505
Chave : 226393, PRR: 759608
Chave : 210736, PRR: 759712
Chave : 305466, PRR: 759821
Chave : 894356, PRR: 759925
Chave : 885456, PRR: 760029
Chave : 538335, PRR: 760133
Chave : 609325, PRR: 760237
Chave : 137546, PRR: 760341
Chave : 277745, PRR: 760443
Chave : 295124, PRR: 760547
Chave : 621716, PRR: 760650
Chave : 132178, PRR: 760759
Chave : 120869, PRR: 760868
Chave : 140522, PRR: 760977
Chave : 727284, PRR: 761086
Chave : 236135, PRR: 761195
Chave : 787194, PRR: 761304
Chave : 852514, PRR: 761410
Chave : 343463, PRR: 761522
Chave : 780366, PRR: 761629
Chave : 866819, PRR: 761737
Chave : 199429, PRR: 761846
Chave : 119518, PRR: 761952
Chave : 747453, PRR: 762058
Chave : 440966, PRR: 762161
Chave : 194655, PRR: 762268
Chave : 951443, PRR: 762374
Chave : 702469, PRR: 762480
Chave : 793790, PRR: 762586
Chave : 438939, PRR: 762692
Chave : 999934, PRR: 762798
Chave : 250883, PRR: 762904
Chave : 385392, PRR: 763006
Chave : 608329, PRR: 763112
Chave : 457841, PRR: 763217
Chave : 493081, PRR: 763325
Chave : 934596, PRR: 763440
Chave : 548420, PRR: 763549
Chave : 335002, PRR: 763669
Chave : 165548, PRR: 763794
Chave : 377989, PRR: 763920
Chave : 227423, PRR: 764033
Chave : 124412, PRR: 764141
Chave : 377470, PRR: 764246
Chave : 621976, PRR: 764351
Chave : 246495, PRR: 764456
Chave : 835654, PRR: 764564
Chave : 752159, PRR: 764671
Chave : 883077, PRR: 764797
Chave : 770421, PRR: 764921
Chave : 993256, PRR: 765036
Chave : 608797, PRR: 765146
Chave : 177498, PRR: 765277
Chave : 583056, PRR: 765390
Chave : 648684, PRR: 765501
Chave : 772506, PRR: 765608
Chave : 219637, PRR: 765722
Chave : 258611, PRR: 765832
Chave : 809796, PRR: 765941
Chave : 208711, PRR: 766059
Chave : 323348, PRR: 766162
Chave : 728302, PRR: 766282
Chave : 522495, PRR: 766388
Chave : 129550, PRR: 766502
Chave : 453849, PRR: 766607
Chave : 941314, PRR: 766735
Chave : 458742, PRR: 766860
Chave : 895375, PRR: 766963
Chave : 185051, PRR: 767068
Chave : 462082, PRR: 767175
Chave : 882912, PRR: 767275
Chave : 234498, PRR: 767385
Chave : 176588, PRR: 767495
Chave : 842073, PRR: 767603
Chave : 743463, PRR: 767718
Chave : 242608, PRR: 767822
Chave : 231375, PRR: 767932
Chave : 718468, PRR: 768046
Chave : 394321, PRR: 768156
Chave : 444948, PRR: 768263
Chave : 238013, PRR: 768387
Chave : 271859, PRR: 768511
Chave : 211885, PRR: 768626
Chave : 776863, PRR: 768751
Chave : 722439, PRR: 768884
Chave : 359327, PRR: 769027
Chave : 710731, PRR: 769135
Chave : 776506, PRR: 769240
Chave : 645112, PRR: 769346
Chave : 482005, PRR: 769464
Chave : 502056, PRR: 769587
Chave : 572712, PRR: 769695
Chave : 462794, PRR: 769796
Chave : 292594, PRR: 769909
Chave : 501693, PRR: 770016
Chave : 216263, PRR: 770121
Chave : 773421, PRR: 770243
Chave : 245630, PRR: 770354
Chave : 572151, PRR: 770461
Chave : 547063, PRR: 770569
Chave : 230388, PRR: 770679
Chave : 708957, PRR: 770798
Chave : 515262, PRR: 770916
Chave : 756887, PRR: 771042
Chave : 676849, PRR: 771150
Chave : 357598, PRR: 771258
Chave : 934659, PRR: 771368
Chave : 257988, PRR: 771478
Chave : 430403, PRR: 771586
Chave : 569210, PRR: 771696
Chave : 307831, PRR: 771806
Chave : 339743, PRR: 771916
Chave : 745408, PRR: 772026
Chave : 539716, PRR: 772134
Chave : 101917, PRR: 772239
Chave : 820525, PRR: 772345
Chave : 307438, PRR: 772455
Chave : 170986, PRR: 772562
Chave : 357034, PRR: 772672
Chave : 914080, PRR: 772777
Chave : 974421, PRR: 772882
Chave : 220168, PRR: 772992
Chave : 959902, PRR: 773101
Chave : 795347, PRR: 773210
Chave : 732807, PRR: 773320
Chave : 227458, PRR: 773430
Chave : 890669, PRR: 773540
Chave : 819429, PRR: 773649
Chave : 639251, PRR: 773759
Chave : 158748, PRR: 773868
Chave : 772770, PRR: 773978
Chave : 152480, PRR: 774088
Chave : 859106, PRR: 774198
Chave : 581469, PRR: 774308
Chave : 956578, PRR: 774418
Chave : 183150, PRR: 774524
Chave : 784387, PRR: 774630
Chave : 891604, PRR: 774739
Chave : 409847, PRR: 774845
Chave : 636070, PRR: 774955
Chave : 817161, PRR: 775066
Chave : 943428, PRR: 775173
Chave : 806748, PRR: 775278
Chave : 562174, PRR: 775413
Chave : 934491, PRR: 775546
Chave : 436612, PRR: 775665
Chave : 728370, PRR: 775779
Chave : 762676, PRR: 775889
Chave : 734837, PRR: 775994
Chave : 752475, PRR: 776101
Chave : 257481, PRR: 776208
Chave : 695884, PRR: 776318
Chave : 187491, PRR: 776448
Chave : 868235, PRR: 776552
Chave : 840135, PRR: 776676
Chave : 136438, PRR: 776785
Chave : 188725, PRR: 776909
Chave : 281230, PRR: 777022
Chave : 291930, PRR: 777151
Chave : 111122, PRR: 777275
Chave : 676051, PRR: 777404
Chave : 849208, PRR: 777534
Chave : 778619, PRR: 777657
Chave : 472645, PRR: 777782
Chave : 598219, PRR: 777891
Chave : 204934, PRR: 777994
Chave : 958855, PRR: 778093
Chave : 687514, PRR: 778192
Chave : 538729, PRR: 778305
Chave : 696393, PRR: 778424
Chave : 274681, PRR: 778537
Chave : 415978, PRR: 778654
Chave : 160023, PRR: 778757
Chave : 184988, PRR: 778864
Chave : 218831, PRR: 778966
Chave : 596035, PRR: 779070
Chave : 168397, PRR: 779179
Chave : 423292, PRR: 779286
Chave : 828873, PRR: 779391
Chave : 204797, PRR: 779504
Chave : 897569, PRR: 779607
Chave : 799747, PRR: 779719
Chave : 464641, PRR: 779843
Chave : 696673, PRR: 779952
Chave : 976632, PRR: 780082
Chave : 732026, PRR: 780193
Chave : 117534, PRR: 780307
Chave : 872422, PRR: 780420
Chave : 899914, PRR: 780542
Chave : 384082, PRR: 780663
Chave : 896585, PRR: 780770
Chave : 152761, PRR: 780873
Chave : 544530, PRR: 780979
Chave : 805168, PRR: 781083
Chave : 709187, PRR: 781195
Chave : 409699, PRR: 781321
Chave : 416182, PRR: 781421
Chave : 590430, PRR: 781543
Chave : 528889, PRR: 781652
Chave : 261688, PRR: 781760
Chave : 115390, PRR: 781865
Chave : 398857, PRR: 781978
Chave : 760015, PRR: 782085
Chave : 903693, PRR: 782185
Chave : 769620, PRR: 782294
Chave : 104286, PRR: 782420
Chave : 146960, PRR: 782523
Chave : 233763, PRR: 782630
Chave : 285808, PRR: 782733
Chave : 646299, PRR: 782845
Chave : 760225, PRR: 782975
Chave : 979849, PRR: 783101
Chave : 219918, PRR: 783230
Chave : 625730, PRR: 783339
Chave : 522608, PRR: 783467
Chave : 165057, PRR: 783604
Chave : 159906, PRR: 783725
Chave : 378949, PRR: 783831
Chave : 662978, PRR: 783942
Chave : 558678, PRR: 784065
Chave : 730488, PRR: 784176
Chave : 229350, PRR: 784286
Chave : 817582, PRR: 784396
Chave : 874837, PRR: 784503
Chave : 774295, PRR: 784617
Chave : 760133, PRR: 784730
Chave : 772729, PRR: 784841
Chave : 239902, PRR: 784954
Chave : 904378, PRR: 785064
Chave : 314179, PRR: 785171
Chave : 303881, PRR: 785277
Chave : 517094, PRR: 785401
Chave : 107937, PRR: 785517
Chave : 917246, PRR: 785620
Chave : 257598, PRR: 785732
Chave : 644718, PRR: 785846
Chave : 747921, PRR: 785970
Chave : 442005, PRR: 786111
Chave : 659759, PRR: 786234
Chave : 213603, PRR: 786360
Chave : 838151, PRR: 786476
Chave : 267426, PRR: 786598
Chave : 571302, PRR: 786707
Chave : 698726, PRR: 786811
Chave : 282310, PRR: 786918
Chave : 539291, PRR: 787029
Chave : 375853, PRR: 787136
Chave : 240937, PRR: 787237
Chave : 919609, PRR: 787341
Chave : 476820, PRR: 787457
Chave : 159650, PRR: 787566
Chave : 615969, PRR: 787684
Chave : 100552, PRR: 787796
Chave : 651052, PRR: 787911
Chave : 748723, PRR: 788025
Chave : 673237, PRR: 788139
Chave : 110064, PRR: 788244
Chave : 703669, PRR: 788368
Chave : 519631, PRR: 788499
Chave : 329672, PRR: 788614
Chave : 294876, PRR: 788721
Chave : 820774, PRR: 788831
Chave : 252218, PRR: 788952
Chave : 865012, PRR: 789090
Chave : 849538, PRR: 789199
Chave : 981829, PRR: 789313
Chave : 770201, PRR: 789422
Chave : 826721, PRR: 789540
Chave : 396474, PRR: 789667
Chave : 880873, PRR: 789775
Chave : 565387, PRR: 789883
Chave : 332302, PRR: 789988
Chave : 460245, PRR: 790094
Chave : 911743, PRR: 790207
Chave : 267295, PRR: 790318
Chave : 872032, PRR: 790423
Chave : 613154, PRR: 790536
Chave : 976549, PRR: 790652
Chave : 179720, PRR: 790759
Chave : 265541, PRR: 790863
Chave : 850806, PRR: 790970
Chave : 852687, PRR: 791077
Chave : 315838, PRR: 791190
Chave : 203148, PRR: 791308
Chave : 130405, PRR: 791419
Chave : 131808, PRR: 791530
Chave : 134560, PRR: 791641
Chave : 505648, PRR: 791765
Chave : 775324, PRR: 791915
Chave : 811476, PRR: 792061
Chave : 182634, PRR: 792183
Chave : 427559, PRR: 792296
Chave : 437777, PRR: 792409
Chave : 902563, PRR: 792519
Chave : 367446, PRR: 792629
Chave : 271334, PRR: 792739
Chave : 612601, PRR: 792849
Chave : 316847, PRR: 792959
Chave : 150303, PRR: 793069
Chave : 394051, PRR: 793179
Chave : 542171, PRR: 793289
Chave : 171860, PRR: 793399
Chave : 400481, PRR: 793508
Chave : 816979, PRR: 793617
Chave : 727342, PRR: 793727
Chave : 445739, PRR: 793837
Chave : 404437, PRR: 793946
Chave : 609024, PRR: 794055
Chave : 755866, PRR: 794165
Chave : 112859, PRR: 794275
Chave : 962786, PRR: 794384
Chave : 496644, PRR: 794494
Chave : 535918, PRR: 794604
Chave : 463363, PRR: 794714
Chave : 226759, PRR: 794824
Chave : 607543, PRR: 794934
Chave : 425549, PRR: 795044
Chave : 327498, PRR: 795153
Chave : 396221, PRR: 795263
Chave : 690336, PRR: 795373
Chave : 136887, PRR: 795483
Chave : 635836, PRR: 795592
Chave : 515258, PRR: 795702
Chave : 651907, PRR: 795812
Chave : 536350, PRR: 795922
Chave : 986555, PRR: 796032
Chave : 201560, PRR: 796142
Chave : 508697, PRR: 796252
Chave : 111291, PRR: 796362
Chave : 609096, PRR: 796473
Chave : 822949, PRR: 796584
Chave : 602022, PRR: 796695
Chave : 705280, PRR: 796806
Chave : 680770, PRR: 796944
Chave : 107422, PRR: 797055
Chave : 856543, PRR: 797165
Chave : 619650, PRR: 797276
Chave : 572365, PRR: 797385
Chave : 595809, PRR: 797499
Chave : 257438, PRR: 797621
Chave : 823119, PRR: 797726
Chave : 617556, PRR: 797844
Chave : 764690, PRR: 797953
Chave : 864046, PRR: 798078
Chave : 193605, PRR: 798195
Chave : 140260, PRR: 798322
Chave : 630427, PRR: 798434
Chave : 667000, PRR: 798545
Chave : 534281, PRR: 798669
Chave : 733846, PRR: 798781
Chave : 441668, PRR: 798888
Chave : 346905, PRR: 799011
Chave : 471804, PRR: 799141
Chave : 924273, PRR: 799270
Chave : 782472, PRR: 799413
Chave : 923115, PRR: 799547
Chave : 460088, PRR: 799663
Chave : 435210, PRR: 799792
Chave : 465217, PRR: 799918
Chave : 632642, PRR: 800039
Chave : 946716, PRR: 800159
Chave : 889218, PRR: 800268
Chave : 404441, PRR: 800377
Chave : 444832, PRR: 800491
Chave : 963351, PRR: 800611
Chave : 933512, PRR: 800732
Chave : 266370, PRR: 800872
Chave : 558297, PRR: 801007
Chave : 906995, PRR: 801129
Chave : 109623, PRR: 801243
Chave : 785276, PRR: 801373
Chave : 184434, PRR: 801480
Chave : 193939, PRR: 801610
Chave : 500086, PRR: 801719
Chave : 639901, PRR: 801831
Chave : 323489, PRR: 801945
Chave : 937572, PRR: 802053
Chave : 756783, PRR: 802158
Chave : 433616, PRR: 802278
Chave : 826854, PRR: 802385
Chave : 331401, PRR: 802492
Chave : 259660, PRR: 802602
Chave : 518773, PRR: 802709
Chave : 123592, PRR: 802835
Chave : 475196, PRR: 802943
Chave : 143117, PRR: 803048
Chave : 984362, PRR: 803158
Chave : 134777, PRR: 803271
Chave : 222297, PRR: 803384
Chave : 265957, PRR: 803492
Chave : 918381, PRR: 803606
Chave : 796136, PRR: 803720
Chave : 845445, PRR: 803829
Chave : 226030, PRR: 803938
Chave : 271564, PRR: 804048
Chave : 924063, PRR: 804174
Chave : 103266, PRR: 804287
Chave : 700435, PRR: 804418
Chave : 659660, PRR: 804539
Chave : 227300, PRR: 804681
Chave : 374066, PRR: 804807
Chave : 123016, PRR: 804927
Chave : 420523, PRR: 805042
Chave : 776342, PRR: 805143
Chave : 776037, PRR: 805244
Chave : 804597, PRR: 805345
Chave : 608373, PRR: 805446
Chave : 595264, PRR: 805561
Chave : 407421, PRR: 805669
Chave : 352091, PRR: 805782
Chave : 803973, PRR: 805894
Chave : 270558, PRR: 805990
Chave : 652444, PRR: 806085
Chave : 827200, PRR: 806188
Chave : 850231, PRR: 806291
Chave : 498526, PRR: 806433
Chave : 717198, PRR: 806571
Chave : 448126, PRR: 806693
Chave : 184340, PRR: 806816
Chave : 638794, PRR: 806938
Chave : 407739, PRR: 807057
Chave : 184207, PRR: 807176
Chave : 657784, PRR: 807283
Chave : 814859, PRR: 807390
Chave : 811680, PRR: 807500
Chave : 979770, PRR: 807614
Chave : 252003, PRR: 807721
Chave : 226540, PRR: 807834
Chave : 672570, PRR: 807947
Chave : 155093, PRR: 808060
Chave : 974037, PRR: 808173
Chave : 979183, PRR: 808290
Chave : 233479, PRR: 808391
Chave : 755452, PRR: 808492
Chave : 250746, PRR: 808593
Chave : 537361, PRR: 808694
Chave : 915444, PRR: 808795
Chave : 931045, PRR: 808902
Chave : 901729, PRR: 809003
Chave : 768473, PRR: 809104
Chave : 252678, PRR: 809221
Chave : 681011, PRR: 809345
Chave : 951273, PRR: 809446
Chave : 789023, PRR: 809548
Chave : 240265, PRR: 809655
Chave : 588128, PRR: 809762
Chave : 972275, PRR: 809869
Chave : 168545, PRR: 809976
Chave : 197675, PRR: 810083
Chave : 999382, PRR: 810190
Chave : 692391, PRR: 810291
Chave : 672027, PRR: 810392
Chave : 264144, PRR: 810493
Chave : 770696, PRR: 810594
Chave : 187260, PRR: 810695
Chave : 873049, PRR: 810808
Chave : 593470, PRR: 810912
Chave : 963969, PRR: 811017
Chave : 555273, PRR: 811121
Chave : 615393, PRR: 811231
Chave : 490494, PRR: 811344
Chave : 697353, PRR: 811451
Chave : 421097, PRR: 811560
Chave : 950831, PRR: 811675
Chave : 766780, PRR: 811789
Chave : 204413, PRR: 811909
Chave : 544764, PRR: 812035
Chave : 131988, PRR: 812138
Chave : 129847, PRR: 812251
Chave : 409099, PRR: 812364
Chave : 928010, PRR: 812478
Chave : 466138, PRR: 812596
Chave : 609599, PRR: 812714
Chave : 587061, PRR: 812822
Chave : 230711, PRR: 812929
Chave : 287115, PRR: 813035
Chave : 776232, PRR: 813164
Chave : 745932, PRR: 813279
Chave : 325051, PRR: 813390
Chave : 187894, PRR: 813498
Chave : 195243, PRR: 813607
Chave : 713013, PRR: 813715
Chave : 253583, PRR: 813826
Chave : 781680, PRR: 813934
Chave : 542224, PRR: 814042
Chave : 104974, PRR: 814148
Chave : 723519, PRR: 814249
Chave : 493420, PRR: 814352
Chave : 334249, PRR: 814457
Chave : 527477, PRR: 814564
Chave : 359947, PRR: 814666
Chave : 746102, PRR: 814770
Chave : 949162, PRR: 814880
Chave : 696418, PRR: 814990
Chave : 194983, PRR: 815106
Chave : 680323, PRR: 815223
Chave : 839993, PRR: 815328
Chave : 541094, PRR: 815435
Chave : 239552, PRR: 815557
Chave : 770103, PRR: 815676
Chave : 165523, PRR: 815794
Chave : 344351, PRR: 815913
Chave : 942745, PRR: 816032
